EID_100001, Marchand, Dylan, (024) 777 739 815, dylan.marchand@heig-vd.ch, MALE, TIN, Assistant
EID_105671, Durant, Marc, (024) 777 316 849, marc.durant@heig-vd.ch, MALE, TIC, Assistant
EID_105672, Bauer, Luc, (024) 777 476 693, luc.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_105673, Clément, Aurore, (024) 777 174 109, aurore.clément@heig-vd.ch, FEMALE, TIC, Administratif
EID_105674, Smith, Marc, (024) 777 157 214, marc.smith@heig-vd.ch, MALE, TIN, Professeur
EID_105675, Marchand, Dorothé, (024) 777 561 306, dorothé.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_105676, Dupond, Carine, (024) 777 489 168, carine.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_105677, Dupond, Danièle, (024) 777 234 479, danièle.dupond@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105678, Dupont, Cédric, (024) 777 308 651, cédric.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_105679, Delon, Aurore, (024) 777 403 106, aurore.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105680, Delon, Fabrice, (024) 777 149 762, fabrice.delon@heig-vd.ch, MALE, TIC, Etudiant
EID_105681, Delon, Julie, (024) 777 824 206, julie.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105682, De Villiers, Fabrice, (024) 777 639 279, fabrice.de villiers@heig-vd.ch, MALE, TIN, Etudiant
EID_105683, Jones, Irène, (024) 777 669 423, irène.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_105684, Belmondo, Faustine, (024) 777 661 703, faustine.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_105685, Delon, Aurore, (024) 777 334 500, aurore.delon@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105686, Marchand, Julie, (024) 777 464 444, julie.marchand@heig-vd.ch, FEMALE, TIC, Administratif
EID_105687, Clément, Georgette, (024) 777 182 281, georgette.clément@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105688, De Decker, Guillaume, (024) 777 366 452, guillaume.de decker@heig-vd.ch, MALE, TIN, Administratif
EID_105689, Dupond, Frédéric, (024) 777 529 291, frédéric.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_105690, Jones, Fabienne, (024) 777 194 570, fabienne.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_105691, Durant, Julie, (024) 777 367 469, julie.durant@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105692, Delon, Albert, (024) 777 345 260, albert.delon@heig-vd.ch, MALE, TIC, Assistant
EID_105693, Simpson, Luc, (024) 777 564 626, luc.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_105694, Delon, Julien, (024) 777 644 666, julien.delon@heig-vd.ch, MALE, HEG, Administratif
EID_105695, Durant, Henriette, (024) 777 364 230, henriette.durant@heig-vd.ch, FEMALE, EC, Etudiant
EID_105696, De Decker, Henri, (024) 777 749 527, henri.de decker@heig-vd.ch, MALE, TIC, Administratif
EID_105697, Clément, Emil, (024) 777 733 289, emil.clément@heig-vd.ch, MALE, DEPG, Professeur
EID_105698, Bauer, Cédric, (024) 777 786 251, cédric.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_105699, Smith, Dorothé, (024) 777 769 798, dorothé.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_105700, Simpson, Gontran, (024) 777 261 474, gontran.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_105701, Delon, Fabienne, (024) 777 591 548, fabienne.delon@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105702, Delon, Faustine, (024) 777 165 728, faustine.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_105703, Marchand, Carine, (024) 777 390 333, carine.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_105704, Dupond, Amélie, (024) 777 192 110, amélie.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_105705, Durant, Henri, (024) 777 122 140, henri.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_105706, Bauer, Emma, (024) 777 398 735, emma.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_105707, Delon, Emil, (024) 777 430 711, emil.delon@heig-vd.ch, MALE, TIC, Professeur
EID_105708, Durant, Guillaume, (024) 777 644 612, guillaume.durant@heig-vd.ch, MALE, EC, Administratif
EID_105709, Simpson, Amélie, (024) 777 865 763, amélie.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105710, Smith, Dorothé, (024) 777 787 673, dorothé.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105711, Jones, Dorothé, (024) 777 348 442, dorothé.jones@heig-vd.ch, FEMALE, TIN, Administratif
EID_105712, Dupond, Jimmy, (024) 777 472 866, jimmy.dupond@heig-vd.ch, MALE, DEPG, Etudiant
EID_105713, Marchand, Carine, (024) 777 325 873, carine.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105714, Dupont, Frédéric, (024) 777 852 301, frédéric.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_105715, Smith, Julie, (024) 777 831 645, julie.smith@heig-vd.ch, FEMALE, HEG, Professeur
EID_105716, De Decker, Luc, (024) 777 213 798, luc.de decker@heig-vd.ch, MALE, HEG, Professeur
EID_105717, Simpson, Bryan, (024) 777 757 318, bryan.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_105718, De Decker, Cédric, (024) 777 747 274, cédric.de decker@heig-vd.ch, MALE, DEPG, Administratif
EID_105719, Delon, Fabrice, (024) 777 303 787, fabrice.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_105720, Dupond, Danièle, (024) 777 212 317, danièle.dupond@heig-vd.ch, FEMALE, TIN, Administratif
EID_105721, Durant, Guillaume, (024) 777 599 604, guillaume.durant@heig-vd.ch, MALE, TIN, Administratif
EID_105722, Dupont, Guillaume, (024) 777 219 148, guillaume.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_105723, Bauer, Faustine, (024) 777 498 688, faustine.bauer@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105724, Smith, Bernard, (024) 777 788 697, bernard.smith@heig-vd.ch, MALE, EC, Etudiant
EID_105725, Dupont, Henriette, (024) 777 133 677, henriette.dupont@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105726, Dupont, Marc, (024) 777 522 738, marc.dupont@heig-vd.ch, MALE, DEPG, Assistant
EID_105727, Simpson, Evelyne, (024) 777 785 623, evelyne.simpson@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105728, De Decker, Edgar, (024) 777 241 202, edgar.de decker@heig-vd.ch, MALE, TIC, Administratif
EID_105729, De Decker, Faustine, (024) 777 469 715, faustine.de decker@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105730, Clément, Evelyne, (024) 777 121 662, evelyne.clément@heig-vd.ch, FEMALE, TIN, Administratif
EID_105731, Simpson, Aurore, (024) 777 819 709, aurore.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_105732, Dupont, Fabrice, (024) 777 310 480, fabrice.dupont@heig-vd.ch, MALE, TIN, Administratif
EID_105733, Belmondo, Frédéric, (024) 777 251 670, frédéric.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_105734, Bauer, Fabien, (024) 777 303 677, fabien.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_105735, Dupont, Henriette, (024) 777 329 823, henriette.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105736, Dupont, Didier, (024) 777 799 804, didier.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_105737, De Villiers, Emilie, (024) 777 695 855, emilie.de villiers@heig-vd.ch, FEMALE, TIC, Assistant
EID_105738, Marchand, Bernard, (024) 777 832 459, bernard.marchand@heig-vd.ch, MALE, EC, Etudiant
EID_105739, De Villiers, Evelyne, (024) 777 357 416, evelyne.de villiers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105740, Bauer, Didier, (024) 777 399 697, didier.bauer@heig-vd.ch, MALE, EC, Professeur
EID_105741, Clément, Julie, (024) 777 849 461, julie.clément@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105742, Simpson, Jimmy, (024) 777 580 622, jimmy.simpson@heig-vd.ch, MALE, HEG, Administratif
EID_105743, Delon, Cédric, (024) 777 617 812, cédric.delon@heig-vd.ch, MALE, COMEM, Administratif
EID_105744, Jones, Bernadette, (024) 777 845 376, bernadette.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_105745, Durant, Julien, (024) 777 343 813, julien.durant@heig-vd.ch, MALE, HEG, Administratif
EID_105746, Clément, Emma, (024) 777 450 587, emma.clément@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105747, Dupont, Evelyne, (024) 777 290 213, evelyne.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105748, Dupond, Anne, (024) 777 403 282, anne.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_105749, Simpson, Georgette, (024) 777 888 686, georgette.simpson@heig-vd.ch, FEMALE, TIC, Administratif
EID_105750, Smith, Julie, (024) 777 641 154, julie.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_105751, Smith, Albert, (024) 777 319 437, albert.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_105752, De Villiers, Dorothé, (024) 777 291 577, dorothé.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_105753, Jones, Evelyne, (024) 777 731 307, evelyne.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105754, Marchand, Henri, (024) 777 264 453, henri.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_105755, Durant, Emma, (024) 777 595 782, emma.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_105756, Simpson, Henriette, (024) 777 498 102, henriette.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_105757, Simpson, Julie, (024) 777 234 706, julie.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_105758, Belmondo, Carine, (024) 777 373 713, carine.belmondo@heig-vd.ch, FEMALE, TIN, Professeur
EID_105759, Durant, Julie, (024) 777 581 775, julie.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105760, De Decker, Dorothé, (024) 777 629 640, dorothé.de decker@heig-vd.ch, FEMALE, HEG, Assistant
EID_105761, Jones, Bernadette, (024) 777 808 743, bernadette.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_105762, Simpson, Fabrice, (024) 777 195 243, fabrice.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_105763, Marchand, Anne, (024) 777 400 266, anne.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105764, Belmondo, Gilles, (024) 777 553 479, gilles.belmondo@heig-vd.ch, MALE, TIC, Professeur
EID_105765, Durant, Fabien, (024) 777 546 131, fabien.durant@heig-vd.ch, MALE, TIN, Etudiant
EID_105766, Dupont, Dorothé, (024) 777 567 179, dorothé.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105767, Marchand, Brigitte, (024) 777 451 467, brigitte.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105768, Smith, Bernadette, (024) 777 399 802, bernadette.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105769, Dupond, Dorothé, (024) 777 761 382, dorothé.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105770, Clément, Edgar, (024) 777 415 816, edgar.clément@heig-vd.ch, MALE, TIC, Assistant
EID_105771, De Villiers, Christine, (024) 777 131 156, christine.de villiers@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105772, Smith, Anne, (024) 777 145 504, anne.smith@heig-vd.ch, FEMALE, EC, Professeur
EID_105773, Bauer, Jimmy, (024) 777 631 744, jimmy.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_105774, De Villiers, Faustine, (024) 777 328 671, faustine.de villiers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105775, Clément, Marc, (024) 777 789 383, marc.clément@heig-vd.ch, MALE, TIC, Etudiant
EID_105776, Dupont, Edgar, (024) 777 522 516, edgar.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_105777, Marchand, Dorothé, (024) 777 404 162, dorothé.marchand@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105778, Dupond, Faustine, (024) 777 638 237, faustine.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_105779, Delon, Danièle, (024) 777 870 780, danièle.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_105780, De Decker, Bryan, (024) 777 443 774, bryan.de decker@heig-vd.ch, MALE, TIC, Assistant
EID_105781, De Villiers, Aurore, (024) 777 163 586, aurore.de villiers@heig-vd.ch, FEMALE, TIC, Assistant
EID_105782, Bauer, Fabien, (024) 777 774 855, fabien.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_105783, Jones, Emma, (024) 777 183 815, emma.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105784, De Decker, Fabien, (024) 777 376 356, fabien.de decker@heig-vd.ch, MALE, DEPG, Etudiant
EID_105785, Jones, Gontran, (024) 777 729 838, gontran.jones@heig-vd.ch, MALE, TIN, Administratif
EID_105786, Dupont, Christine, (024) 777 785 721, christine.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105787, Marchand, Gilles, (024) 777 539 298, gilles.marchand@heig-vd.ch, MALE, TIN, Professeur
EID_105788, De Decker, Evelyne, (024) 777 122 153, evelyne.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_105789, De Villiers, Lucien, (024) 777 209 149, lucien.de villiers@heig-vd.ch, MALE, DEPG, Administratif
EID_105790, Delon, Irène, (024) 777 434 221, irène.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105791, Marchand, Henri, (024) 777 166 386, henri.marchand@heig-vd.ch, MALE, COMEM, Professeur
EID_105792, Durant, Bernard, (024) 777 832 752, bernard.durant@heig-vd.ch, MALE, DEPG, Etudiant
EID_105793, Delon, Dylan, (024) 777 385 255, dylan.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_105794, De Villiers, Frédéric, (024) 777 514 767, frédéric.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_105795, Jones, Fabienne, (024) 777 351 879, fabienne.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105796, De Decker, Fabien, (024) 777 847 607, fabien.de decker@heig-vd.ch, MALE, COMEM, Etudiant
EID_105797, Dupont, Bryan, (024) 777 457 814, bryan.dupont@heig-vd.ch, MALE, COMEM, Assistant
EID_105798, Dupont, Didier, (024) 777 737 610, didier.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_105799, Simpson, Bryan, (024) 777 494 480, bryan.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_105800, De Villiers, Evelyne, (024) 777 325 465, evelyne.de villiers@heig-vd.ch, FEMALE, HEG, Administratif
EID_105801, Bauer, Fabien, (024) 777 666 643, fabien.bauer@heig-vd.ch, MALE, TIN, Etudiant
EID_105802, De Villiers, Bernadette, (024) 777 111 242, bernadette.de villiers@heig-vd.ch, FEMALE, TIC, Professeur
EID_105803, Bauer, Julien, (024) 777 733 383, julien.bauer@heig-vd.ch, MALE, HEG, Assistant
EID_105804, Durant, Amélie, (024) 777 478 704, amélie.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_105805, Marchand, Fabien, (024) 777 404 689, fabien.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_105806, Dupont, Bernadette, (024) 777 184 856, bernadette.dupont@heig-vd.ch, FEMALE, TIN, Professeur
EID_105807, Jones, Dorothé, (024) 777 578 793, dorothé.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105808, Jones, Evelyne, (024) 777 582 335, evelyne.jones@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105809, Durant, Christine, (024) 777 771 736, christine.durant@heig-vd.ch, FEMALE, EC, Assistant
EID_105810, Dupond, Bernadette, (024) 777 648 803, bernadette.dupond@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105811, De Decker, Julien, (024) 777 548 822, julien.de decker@heig-vd.ch, MALE, HEG, Administratif
EID_105812, De Decker, Irène, (024) 777 343 233, irène.de decker@heig-vd.ch, FEMALE, EC, Assistant
EID_105813, Delon, Emilie, (024) 777 780 394, emilie.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_105814, Smith, Carole, (024) 777 809 620, carole.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_105815, Simpson, Emilie, (024) 777 198 586, emilie.simpson@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105816, De Decker, Luc, (024) 777 472 412, luc.de decker@heig-vd.ch, MALE, TIC, Professeur
EID_105817, Smith, Carine, (024) 777 510 603, carine.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105818, Jones, Charles, (024) 777 694 205, charles.jones@heig-vd.ch, MALE, HEG, Professeur
EID_105819, Belmondo, Henriette, (024) 777 843 317, henriette.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_105820, Belmondo, Emma, (024) 777 320 133, emma.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105821, Delon, Didier, (024) 777 885 331, didier.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_105822, Delon, Henri, (024) 777 321 881, henri.delon@heig-vd.ch, MALE, TIC, Etudiant
EID_105823, Clément, Evelyne, (024) 777 837 459, evelyne.clément@heig-vd.ch, FEMALE, EC, Assistant
EID_105824, Smith, Julien, (024) 777 611 401, julien.smith@heig-vd.ch, MALE, EC, Professeur
EID_105825, Smith, Christine, (024) 777 635 804, christine.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105826, Dupond, Luc, (024) 777 686 896, luc.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_105827, Belmondo, Luc, (024) 777 133 226, luc.belmondo@heig-vd.ch, MALE, DEPG, Professeur
EID_105828, Delon, Georgette, (024) 777 485 580, georgette.delon@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105829, Belmondo, Bryan, (024) 777 498 801, bryan.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_105830, Delon, Frédéric, (024) 777 319 765, frédéric.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_105831, Smith, Emil, (024) 777 331 420, emil.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_105832, Delon, Irène, (024) 777 785 736, irène.delon@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105833, Belmondo, Lucien, (024) 777 754 146, lucien.belmondo@heig-vd.ch, MALE, EC, Professeur
EID_105834, Jones, Bernadette, (024) 777 643 650, bernadette.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_105835, Simpson, Henriette, (024) 777 462 163, henriette.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_105836, De Decker, Gontran, (024) 777 261 236, gontran.de decker@heig-vd.ch, MALE, COMEM, Administratif
EID_105837, Belmondo, Brigitte, (024) 777 846 498, brigitte.belmondo@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105838, Bauer, Fabien, (024) 777 392 177, fabien.bauer@heig-vd.ch, MALE, EC, Etudiant
EID_105839, Dupond, Julien, (024) 777 181 668, julien.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_105840, Durant, Irène, (024) 777 417 211, irène.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105841, Simpson, Bernard, (024) 777 615 457, bernard.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_105842, Marchand, Carine, (024) 777 337 412, carine.marchand@heig-vd.ch, FEMALE, TIN, Administratif
EID_105843, Clément, Christine, (024) 777 435 186, christine.clément@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105844, Clément, Georgette, (024) 777 627 690, georgette.clément@heig-vd.ch, FEMALE, EC, Etudiant
EID_105845, Delon, Fabien, (024) 777 894 341, fabien.delon@heig-vd.ch, MALE, EC, Assistant
EID_105846, Dupond, Emma, (024) 777 877 307, emma.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_105847, Simpson, Julie, (024) 777 228 468, julie.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105848, Smith, Faustine, (024) 777 549 691, faustine.smith@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105849, Marchand, Emma, (024) 777 323 658, emma.marchand@heig-vd.ch, FEMALE, TIC, Assistant
EID_105850, Smith, Cédric, (024) 777 809 741, cédric.smith@heig-vd.ch, MALE, TIC, Etudiant
EID_105851, Jones, Emma, (024) 777 475 864, emma.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105852, Clément, Didier, (024) 777 721 308, didier.clément@heig-vd.ch, MALE, TIC, Assistant
EID_105853, Jones, Faustine, (024) 777 627 581, faustine.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_105854, Delon, Didier, (024) 777 499 694, didier.delon@heig-vd.ch, MALE, HEG, Etudiant
EID_105855, Clément, Brigitte, (024) 777 433 326, brigitte.clément@heig-vd.ch, FEMALE, TIN, Assistant
EID_105856, Dupont, Lucien, (024) 777 361 811, lucien.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_105857, Belmondo, Julien, (024) 777 858 147, julien.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_105858, De Villiers, Bryan, (024) 777 716 801, bryan.de villiers@heig-vd.ch, MALE, HEG, Etudiant
EID_105859, Clément, Luc, (024) 777 103 108, luc.clément@heig-vd.ch, MALE, DEPG, Assistant
EID_105860, Delon, Brigitte, (024) 777 400 327, brigitte.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_105861, Dupont, Christine, (024) 777 809 137, christine.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105862, Durant, Guillaume, (024) 777 873 500, guillaume.durant@heig-vd.ch, MALE, HEG, Etudiant
EID_105863, Clément, Luc, (024) 777 867 858, luc.clément@heig-vd.ch, MALE, HEG, Professeur
EID_105864, Bauer, Brigitte, (024) 777 695 802, brigitte.bauer@heig-vd.ch, FEMALE, TIC, Professeur
EID_105865, Jones, Carine, (024) 777 880 569, carine.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_105866, Durant, Henri, (024) 777 435 491, henri.durant@heig-vd.ch, MALE, TIC, Etudiant
EID_105867, Smith, Cédric, (024) 777 867 276, cédric.smith@heig-vd.ch, MALE, DEPG, Professeur
EID_105868, Delon, Aurore, (024) 777 482 592, aurore.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_105869, Dupond, Dorothé, (024) 777 867 103, dorothé.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_105870, Dupont, Luc, (024) 777 459 682, luc.dupont@heig-vd.ch, MALE, TIC, Etudiant
EID_105871, Clément, Luc, (024) 777 841 751, luc.clément@heig-vd.ch, MALE, HEG, Professeur
EID_105872, Marchand, Jimmy, (024) 777 819 763, jimmy.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_105873, De Decker, Emilie, (024) 777 383 799, emilie.de decker@heig-vd.ch, FEMALE, TIC, Professeur
EID_105874, Jones, Carine, (024) 777 587 882, carine.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105875, Bauer, Fabrice, (024) 777 755 837, fabrice.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_105876, Dupond, Bryan, (024) 777 643 178, bryan.dupond@heig-vd.ch, MALE, HEG, Professeur
EID_105877, Jones, Fabien, (024) 777 803 774, fabien.jones@heig-vd.ch, MALE, TIC, Etudiant
EID_105878, Delon, Frédéric, (024) 777 794 729, frédéric.delon@heig-vd.ch, MALE, EC, Professeur
EID_105879, De Decker, Gontran, (024) 777 699 405, gontran.de decker@heig-vd.ch, MALE, TIC, Assistant
